# n=6 L=60 bpd=28
0 1 1
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 1 1
9 0 0
10 0 0
11 0 0
12 0 0
13 1 1
14 0 0
15 0 0
16 1 1
17 0 0
18 0 0
19 1 1
20 0 0
21 1 1
22 0 0
23 0 1
24 0 0
25 1 1
26 1 1
27 0 0
28 1 1
29 1 1
30 1 1
31 1 1
32 2 2
33 1 1
34 0 1
35 1 2
36 1 1
37 1 2
38 2 2
39 2 2
40 1 3
41 1 2
42 1 3
43 2 3
44 2 3
45 0 3
46 1 4
47 2 4
48 0 5
49 0 3
50 0 0
